"Rec No","Voyconid","Voyconvgeptr","Voyconcontainer","Voyconportorigin"
652,0,2242,"TCLU6574880    ",0
653,0,2243,"GESU6939726    ",0
654,0,2244,"GLDU7275593    ",0
655,0,2245,"SMLU7827699    ",0
656,0,2246,"GESU6939726    ",0
657,0,2247,"SEFU4503457    ",0
658,0,2248,"SMLU7844546    ",0
659,0,2249,"CMAU0704909    ",0
660,0,2250,"5643760        ",0
661,0,2251," TCNU993248    ",0
662,0,2252,"CMAU4165282    ",0
663,0,2253,"CRXU9089830    ",0
664,0,2254,"SMLU2570545    ",0
665,0,2255,"ZCSU8509252    ",0
666,0,2256,"SMLU7892837    ",0
667,0,2257,"SMLU7829433    ",0
668,0,2258,"SMLU7901311    ",0
669,0,2259,"SMLU7829433    ",0
670,0,2260,"SEFU4501201    ",0
671,0,2261,"CAIU8104174    ",0
672,0,2262,"SMLU2564012    ",0
673,0,2263,"GESU6842530    ",0
674,0,2264,"TCNU4869575    ",0
675,0,2265,"CAIU8104174    ",0
676,0,2266,"SMLU7852433    ",0
677,0,2267,"TGHU8838131    ",0
678,0,2268,"HLXU8364417    ",0
679,0,2269,"GESU5487513    ",0
681,0,2270,"TGHU8534294    ",0
682,0,2271,"SEFU4202448    ",0
683,0,2272,"FCIU8506227    ",0
684,0,2273,"SMLU8313570    ",0
685,0,2274,"TCNU9936465    ",0
686,0,2275,"FCIU8537090    ",0
687,0,2276,"SMLU7968614    ",0
688,0,2277,"CMAU5998494    ",0
689,0,2278,"TCNU4869575    ",0
690,0,2279,"SMLU7883250    ",0
691,0,2280,"SMLU7866484    ",0
692,0,2281,"FCIU8506227    ",0
693,0,2282,"TGHU8852382    ",0
694,0,2283,"FCIU8398781    ",0
695,0,2284,"FSCU6237196    ",0
696,0,2285,"GESU5661163    ",0
697,0,2286,"SMLU7839853    ",0
698,0,2287,"TRHU3228570    ",0
699,0,2288,"SMLU7840284    ",0
700,0,2289,"SMLU8333788    ",0
701,0,2290,"SEFU4204414    ",0
703,0,2291,"ZCSU8216655    ",0
704,0,2292,"HLBU1358966    ",0
705,0,2293,"SMLU7868656    ",0
706,0,2294,"SMLU7841531    ",0
707,0,2295,"TRLU7280549    ",0
708,0,2296,"HLXU6475392    ",0
709,0,2297,"ZIMU1443825    ",0
710,0,2298,"SMLU7910334    ",0
711,0,2299,"FSCU9912410    ",0
712,0,2300,"GLDU7420942    ",0
713,0,2301,"FSCU9816170    ",0
714,0,2302,"ZCSU7051421    ",0
715,0,2303,"HLXU3522401    ",0
716,0,2304,"TGHU6253929    ",0
717,0,2305,"TGHU6253929    ",0
718,0,2306,"CRSU1069495    ",0
719,0,2307,"CAXU3286904    ",0
720,0,2308,"ZCSU8975040    ",0
721,0,2309,"SMLU7869098    ",0
722,0,2310,"SEFU4503098    ",0
723,0,2311,"SMLU7821073    ",0
724,0,2312,"SEFU4204369    ",0
725,0,2313,"FCIU8907575    ",0
726,0,2314,"TGHU8590718    ",0
727,0,2315,"GESU4802992    ",0
728,0,2316,"SMLU7835400    ",0
729,0,2317,"SEFU4210090    ",0
730,0,2318,"FCIU8907575    ",0
731,0,2319,"CAXU8180598    ",0
733,0,2320,"SEFU4505444    ",0
734,0,2321,"GESU3918611    ",0
735,0,2322,"GESU3918611    ",0
736,0,2323,"SMLU7865195    ",0
737,0,2324,"ZCSU8542604    ",0
738,0,2325,"GESU6386317    ",0
739,0,2326,"GESU6386317    ",0
740,0,2327,"GLDU5275969    ",0
741,0,2328,"ZCSU880041     ",0
742,0,2329,"SEFU4209191    ",0
743,0,2330,"SMLU7834002    ",0
744,0,2331,"AMFU8920979    ",0
745,0,2332,"SEFU4505070    ",0
747,0,2334,"SMLU7835797    ",0
748,1,2333,"FCIU9234680    ",0
749,0,2335,"TEMU6798320    ",0
750,0,2336,"CLHU8722681    ",0
751,0,2337,"HLXU8366934    ",0
752,0,2338,"SMLU7848048    ",0
753,0,2339,"GLDU3271497    ",0
754,0,2340,"TCKU2610765    ",0
755,0,2341,"SEFU4203491    ",0
756,0,2342,"GESU5457268    ",0
757,0,2343,"SEDU4256987    ",0
758,0,2344,"SMLU7847503    ",0
759,0,2345,"SEFU4202854    ",0
760,0,2346,"MAGU5468806    ",0
761,0,2347,"SMLU7853189    ",0
762,0,2348,"TCNU3228969    ",0
763,0,2349,"TCNU5415010    ",0
764,0,2350,"TGHU8281278    ",0
765,0,2351,"SMLU7831868    ",0
766,0,2352,"GESU5643663    ",0
767,0,2353,"SMLU2546317    ",0
768,0,2354,"CLHU8722681    ",0
769,0,2355,"TGHU8281278    ",0
770,0,2356,"TGHU8281278    ",0
772,0,2358,"GESU5643663    ",0
773,0,2359,"FSCU9469301    ",0
774,0,2360,"SMLU7910268    ",0
775,0,2361,"SMLU7863485    ",0
776,0,2362,"FSCU6590048    ",0
777,0,2363,"FSCU6590048    ",0
778,0,2364,"HLXU8056651    ",0
779,0,2365,"FSCU6590048    ",0
780,0,2366,"FSCU6590048    ",0
781,0,2367,"CRXU9949336    ",0
782,0,2368,"FSCU9553161    ",0
783,0,2369,"SMLU7865976    ",0
784,0,2370,"GLDU5479303    ",0
785,0,2371,"TGHU7363582    ",0
786,0,2372,"SMLU7826753    ",0
787,0,2373,"FSCU6560048    ",0
791,0,2374,"HLBU1580309    ",0
792,0,2375,"SMLU7847186    ",0
793,0,2376,"FCIU9106441    ",0
794,0,2377,"FCIU9106441    ",0
795,0,2378,"FSCU9890178    ",0
796,0,2379,"FSCU6542287    ",0
797,0,2380,"TGHU9117320    ",0
798,0,2381,"TCNU9706631    ",0
799,0,2382,"SMLU7876944    ",0
800,0,2383,"GLDU7100492    ",0
801,0,2384,"TCNU6746420    ",0
802,0,2385,"HLBU1580309    ",0
803,0,2386,"HLBU1580309    ",0
804,0,2387,"HLBU1580309    ",0
805,0,2388,"GATU8325974    ",0
806,0,2389,"TEM3185990     ",0
807,0,2390,"CMAU 582516    ",0
808,0,2391,"CAIU8255252    ",0
809,0,2392,"ZCSU8676389    ",0
810,0,2393,"SMLU7870503    ",0
811,0,2394,"SMLU7870503    ",0
812,0,2395,"SMLU7867264    ",0
813,0,2396,"TCNU6987638    ",0
814,0,2397,"HLXU8487622    ",0
815,0,2398,"HLXU8340170    ",0
817,0,2400,"HLXU8421348    ",0
818,0,2401,"SMLU7909396    ",0
819,0,2402,"SEFU4500587    ",0
820,0,2403,"TCNU6738240    ",0
821,0,2404,"TRLU6829357    ",0
822,0,2405,"ECMU4453954    ",0
823,0,2406,"SMLU7847442    ",0
824,0,2407,"SMLU7905960    ",0
825,0,2408,"SEFU4500782    ",0
826,0,2409,"SMLU7831298    ",0
827,0,2410,"SEFU2007463    ",0
828,0,2411,"SEFU4500782    ",0
829,0,2399,"TCLU8347421    ",0
830,0,2412,"TEMU9135785    ",0
831,0,2413,"SEFU4500782    ",0
832,0,2414,"TCNU9833913    ",0
833,0,2415,"GLDU0959700    ",0
834,0,2416,"CAXU9337151    ",0
835,0,2417,"SMLU7851294    ",0
836,0,2418,"HLBU1603111    ",0
837,0,2419,"SEFU4207898    ",0
838,0,2420,"TCLU5448491    ",0
839,0,2421,"SMLU7875070    ",0
840,0,2422,"CXDU1178086    ",0
841,0,2423,"TCNU6226095    ",0
842,0,2424,"TCNU9660443    ",0
843,0,2425,"FCIU8260534    ",0
844,0,2426,"SMLU7871177    ",0
846,0,2428,"SEFU4501048    ",0
847,0,2429,"SCIU8260534    ",0
848,0,2430,"00000000000    ",0
849,0,2431,"SMLU7871177    ",0
850,0,2432,"TGHU8003955    ",0
851,0,2433,"HLXU8128598    ",0
852,0,2434,"INKU6212729    ",0
853,0,2435,"SEFU4200450    ",0
854,0,2436,"SMLU7824827    ",0
855,0,2437,"SMLU7817134    ",0
856,0,2438,"SMLU7910479    ",0
857,0,2439,"TGHU7363582    ",0
858,0,2440,"HLBU1316641    ",0
859,0,2427,"GESU5328384    ",0
860,0,2441,"SMLU7824827    ",0
861,0,2442,"TGHU8606389    ",0
862,0,2443,"SEFU4502445    ",0
863,0,2444,"TGHU8606389    ",0
864,0,2445,"SMLU7819950    ",0
865,0,2446,"SMLU7910479    ",0
866,0,2447,"TCNU4241260    ",0
867,0,2448,"SEGU4017422    ",0
868,0,2449,"INKU6369847    ",0
869,0,2450,"SEGU4017422    ",0
870,0,2451,"FSCU6437379    ",0
871,0,2452,"FSCU9650834    ",0
872,0,2453,"TCKU3472418    ",0
874,0,2454,"SMLU7823456    ",0
875,0,2455,"SMLU788056     ",0
876,0,2456,"DFSU6633442    ",0
877,0,2457,"SMLU2566437    ",0
878,0,2458,"TCLU3266076    ",0
879,0,2459,"TCLU3266076    ",0
880,0,2460,"HLBU1551569    ",0
881,0,2461,"               ",0
882,0,2462,"FCIU3518631    ",0
884,0,2463,"TEMU7270908    ",0
885,0,2464,"FSCU6849904    ",0
886,0,2461,"SMLU7827699    ",0
887,0,2465,"FCIU8265243    ",0
888,0,2466,"FSCU6849904    ",0
889,0,2467,"ZCSU7051648    ",0
890,0,2468,"SMLU7849960    ",0
891,0,2469,"SMLU7833454    ",0
892,0,2470,"SMLU7891152    ",0
893,0,2471,"SEFU4503061    ",0
894,0,2472,"SMLU2550683    ",0
895,0,2473,"SMLU7833454    ",0
896,0,2474,"TCNU5330171    ",0
897,0,2475,"DFSU6633442    ",0
898,0,2476,"SMLU7817638    ",0
899,0,2477,"GVDU5042714    ",0
900,0,2478,"SMLU7843935    ",0
901,0,2479,"SMLU7882459    ",0
902,0,2480,"BMOU5540003    ",0
903,0,2481,"SMLU7826234    ",0
904,0,2482,"FSCU9121677    ",0
905,0,2483,"ZCSU7051648    ",0
906,0,2484,"SMLU7843935    ",0
907,0,2485,"               ",0
908,0,2486,"GESU5770164    ",0
909,0,2487,"SMLU7852048    ",0
910,0,2488,"SMLU7845537    ",0
911,0,2489,"SMLU7873987    ",0
912,0,2490,"SMLU7863818    ",0
913,0,2491,"SMLU7930367    ",0
914,0,2492,"SMLU7827940    ",0
915,0,2493,"SEFU4211964    ",0
916,0,2494,"BSIU9713843    ",0
917,0,2495,"HLXU8612771    ",0
918,0,2496,"HLBU1286207    ",0
919,0,2497,"FSCU9865806    ",0
920,0,2498,"HLBU1286207    ",0
922,0,2499,"GLDU5209545    ",0
923,0,2500,"UESUS512539    ",0
924,0,2501,"SEFU2006683    ",0
925,0,2502,"SMLU7577138    ",0
926,0,2503,"SMLU7891300    ",0
927,0,2504,"FGESU631729    ",0
928,0,2505,"TCNU4297464    ",0
929,0,2506,"SMLU7865976    ",0
930,0,2507,"TEMU7431480    ",0
931,0,2508,"SMLU2550560    ",0
932,0,2509,"SMLU7880923    ",0
933,0,2510,"SMLU7837892    ",0
934,0,2511,"TRLU5834301    ",0
935,0,2512,"GLDU0649048    ",0
936,0,2513,"BMOU5540003    ",0
937,0,2514,"TCLU5072491    ",0
938,0,2515,"BMOU5540003    ",0
939,0,2516,"SEFU4501752    ",0
940,0,2517,"XINU8017232    ",0
941,0,2518,"SMLU7866397    ",0
942,0,2519,"SMLU8324657    ",0
944,0,2521,"HLXU8272820    ",0
945,0,2522,"TCKU9875560    ",0
946,0,2523,"GESU5323886    ",0
947,0,2524,"CGMU9325550    ",0
948,0,2525,"CLHU8953870    ",0
949,0,2526,"FSCU9832232    ",0
950,0,2527,"TRLU8128042    ",0
951,0,2528,"GESU5424048    ",0
952,0,2529,"SMLU7894275    ",0
953,0,2530,"GLDU7166653    ",0
954,0,2531,"GLDU7166653    ",0
955,0,2532,"TCKU9832595    ",0
956,0,2533,"TCKU9229621    ",0
957,0,2534,"SEGU1422817    ",0
958,0,2535,"FSCU9019562    ",0
959,0,2536,"FCIU3205236    ",0
960,0,2537,"BSIU9035327    ",0
961,0,2538,"HLXU6339626    ",0
962,0,2539,"HLXU8592058    ",0
963,0,2540,"SMLU7903090    ",0
964,0,2541,"GATU8494803    ",0
965,0,2542,"TCNU9768675    ",0
966,0,2543,"SEFU4505980    ",0
967,0,2544,"SMLU7858806    ",0
968,0,2545,"SMLU7897510    ",0
969,0,2546,"SMLU787791     ",0
970,0,2547,"SMLU7877391    ",0
971,0,2548,"SMLU7832062    ",0
972,0,2549,"GATU1109741    ",0
973,0,2550,"FCIU8121992    ",0
974,0,2551,"FCIU8121992    ",0
975,0,2552,"ECMU9279948    ",0
976,0,2553,"SMLU7820077    ",0
977,0,2554,"FCIU8307159    ",0
978,0,2555,"GESU5998196    ",0
979,0,2556,"SMLU7840197    ",0
980,0,2557,"SMLU7840197    ",0
981,0,2558,"BSIU2454817    ",0
983,0,2559,"HLXU8378220    ",0
984,0,2560,"SMLU7907789    ",0
985,0,2561,"ECMU9473573    ",0
986,0,2562,"TCNU5491089    ",0
987,0,2563,"HLXU8378220    ",0
988,0,2564,"SMLU7848829    ",0
990,0,2566,"BMOU5536723    ",0
991,0,2567,"SMLU7848829    ",0
992,0,2568,"SMLU7848829    ",0
993,0,2569,"AMFU8884291    ",0
994,0,2570,"SMLU7915697    ",0
995,0,2571,"CMAU6012214    ",0
996,0,2572,"TCNU4341295    ",0
997,0,2573,"SMLU7818784    ",0
998,0,2574,"TCNU4290834    ",0
999,0,2575,"FCIU9344732    ",0
1000,0,2576,"FSCU9932463    ",0
1001,0,2577,"BMOU5543297    ",0
1002,0,2578,"SMLU7838395    ",0
1003,0,2579,"UESU4703484    ",0
1004,0,2580,"GLDU9884069    ",0
1005,0,2581,"FSCU7611464    ",0
1006,0,2582,"FCIU9109754    ",0
1007,0,2583,"SMLU8303850    ",0
1008,0,2584,"SMLU7852829    ",0
1009,0,2585,"SCZU5701108    ",0
1010,0,2586,"GESU4466500    ",0
1011,0,2587,"SMLU7858869    ",0
1012,0,2588,"SMLU8311979    ",0
1013,0,2589,"GATU8768273    ",0
1014,0,2590,"DRYU9017521    ",0
1015,0,2591,"SMLU7863309    ",0
1016,0,2592,"SMLU7907942    ",0
1017,0,2593,"DRYU9017521    ",0
1018,0,2594,"HLXU3200025    ",0
1019,0,2595,"CRSU9346937    ",0
1020,0,2596,"SUDU4710993    ",0
1021,0,2597,"FCIU8214210    ",0
1022,0,2598,"WCIU8013953    ",0
1023,0,2599,"CPSU6481457    ",0
1024,0,2600,"UESU4834843    ",0
1025,0,2601,"SMLU8324831    ",0
1026,0,2602,"ZCSU8618090    ",0
1027,0,2603,"BSIU9073330    ",0
1028,0,2604,"CGMU4994065    ",0
1029,0,2605,"FCIU8630109    ",0
1030,0,2606,"SMLU7829860    ",0
1031,0,2607,"SMLU7864033    ",0
1032,0,2608,"CAIU8170387    ",0
1033,0,2609,"CGMU4994065    ",0
1034,0,2610,"TTNU4492437    ",0
1035,0,2611,"ECMU9745901    ",0
1036,0,2612,"SMLU7923898    ",0
1037,0,2613,"SEGU4015754    ",0
1038,0,2614,"SMLU7920100    ",0
1039,0,2615,"HLXU8394670    ",0
1040,0,2616,"HLBU1578826    ",0
1041,0,2617,"SMLU7915486    ",0
1042,0,2618,"SUDU1321724    ",0
1043,0,2619,"CMAU1458203    ",0
1044,0,2620,"HLXU8050822    ",0
1045,0,2621,"SMLU7851890    ",0
1046,0,2622,"CMCU4963262    ",0
1047,0,2623,"SMLU7910479    ",0
1048,0,2624,"SMLU7910479    ",0
1049,0,2625,"HLXU8600195    ",0
1050,0,2626,"ZCSU8769157    ",0
1051,0,2627,"SMLU7910479    ",0
1052,0,2628,"HLXU8600195    ",0
1053,0,2629,"HASU1246103    ",0
1054,0,2630,"smlu7893652    ",0
1055,0,2631,"SMLU7853553    ",0
1056,0,2632,"UETU5017158    ",0
1057,0,2633,"HLXU7896524    ",0
1058,0,2634,"TEMU3641045    ",0
1059,0,2635,"SEGU4079888    ",0
1060,0,2636,"               ",0
1062,0,2637,"TCKU9208280    ",0
1063,0,2639,"TGHU8413902    ",0
1064,0,2638,"SMLU8307515    ",0
1065,0,2640,"INKU6098663    ",0
1066,0,2641,"TGHU8953095    ",0
1067,0,2642,"SMLU7839869    ",0
1068,0,2643,"HLXU8252802    ",0
1069,0,2644,"FCIU8115475    ",0
1070,0,2645,"ECMU9484808    ",0
1071,0,2646,"TCNU9784803    ",0
1073,2,2647,"TCNU9784803    ",0
1074,0,2648,"TGHU6417088    ",0
1075,0,2649,"SMLU7890599    ",0
1076,0,2650,"SEGU4079888    ",0
1077,0,2651,"HLBU1304234    ",0
1078,0,2652,"ZCSU8802300    ",0
1079,0,2653,"               ",0
1080,0,2654,"HLXU6468623    ",0
1081,0,2655,"CMAU4288097    ",0
1084,0,2656,"SMLU7830882    ",0
1085,0,2657,"SMLU4102055    ",0
1086,0,2658,"UESU5179366    ",0
1087,0,2659,"SMLU7836921    ",0
1088,0,2660,"SMLU7864500    ",0
1089,0,2661,"TCLU5260159    ",0
1090,0,2662,"ZCSU8717791    ",0
1092,0,2664,"SMLU7847904    ",0
1095,0,2665,"CMAU5938242    ",0
1096,0,2666,"BMOU5297207    ",0
1097,0,2667,"TGHU6427825    ",0
1098,0,2668,"TGHU6427825    ",0
1099,0,2669,"MGNU3310475    ",0
1100,0,2670,"ZCSU9828862    ",0
1101,0,2671,"GLDU0840162    ",0
1102,0,2672,"SMLU8330264    ",0
1103,0,2673,"CMAU5726449    ",0
1104,0,2674,"HLXU8102124    ",0
1105,0,2675,"HLXU8102124    ",0
1106,0,2676,"SMLU8330264    ",0
1107,0,2677,"UESU5077277    ",0
1108,0,2678,"CXDU1959027    ",0
1109,0,2679,"SMLU7912390    ",0
1110,0,2680,"TCNU7255945    ",0
1111,0,2681,"TCNU4870318    ",0
1112,0,2682,"               ",0
1120,0,2683,"CAIU8465177    ",0
1121,0,2684,"TEMU7885348    ",0
1122,0,2685,"GESU5257634    ",0
1123,0,2686,"CAIU8465177    ",0
1128,0,2687,"UESU5179366    ",0
1129,0,2688,"SMLU2573185    ",0
1130,0,2689,"SMLU8303720    ",0
1131,0,2690,"SMLU7896576    ",0
1132,0,2691,"SMLU8303720    ",0
1133,0,2692,"SMLU3103083    ",0
1134,0,2693,"SMLU7876055    ",0
1135,0,2694,"TCLU9552992    ",0
1136,0,2695,"GESU6409691    ",0
1137,0,2696,"GESU6409691    ",0
1138,0,2697,"TCNU4241953    ",0
1139,0,2698,"HLXU6483757    ",0
1140,0,2699,"FSCU9573450    ",0
1141,0,2700,"GLDU7212487    ",0
1142,0,2701,"SMLU7878377    ",0
1143,0,2702,"BSIU9547491    ",0
1145,0,2704,"ZIMU2863062    ",0
1147,0,2706,"SMLU8332190    ",0
1148,0,2707,"TCNU9318098    ",0
1149,0,2708,"ECMU9326720    ",0
1150,0,2709,"TCNU9288470    ",0
1151,0,2703,"SMLU7929812    ",0
1153,0,2710,"SMLU7867916    ",0
1154,0,2711,"FCIU8465935    ",0
1155,0,2712,"SMLU7867916    ",0
1156,0,2713,"ECMU8034093    ",0
1157,0,2714,"TGHU8066830    ",0
1158,0,2715,"FSCU9090703    ",0
1159,0,2716,"FCIU8937100    ",0
1160,0,2717,"TGHU6431933    ",0
1161,0,2718,"ZCSU8914424    ",0
1162,0,2719,"TGHU8005177    ",0
1163,0,2721,"CMAU2142800    ",0
1164,0,2722,"FSCU9279220    ",0
1166,0,2724,"FCIU8880664    ",0
1167,0,2725,"CMCU4960263    ",0
1168,0,2726,"SMLU7838461    ",0
1170,0,2728,"SMLU7864305    ",0
1171,0,2727,"SMLU7908358    ",0
1172,0,2729,"TRHU2873775    ",0
1173,0,2730,"GLDU7084262    ",0
1174,0,2731,"GLDU7449313    ",0
1175,0,2732,"CRSU9012971    ",0
1177,0,2733,"ECMU9337330    ",0
1178,0,2734,"ECMU9448220    ",0
1179,0,2735,"ECMU9337330    ",0
1180,0,2736,"HLBU1632491    ",0
1182,0,2737,"UESU4653439    ",0
1183,0,2738,"TGHU8031582    ",0
1185,0,2740,"CPSU6046399    ",0
1186,0,2741,"SMLU7872851    ",0
1187,0,2742,"SMLU7912240    ",0
1188,0,2743,"TCLU6601178    ",0
1189,0,2744,"CMAU5540578    ",0
1191,0,2746,"CAIU9011203    ",0
1192,0,2747,"CPSU6046399    ",0
1193,0,2748,"HLBU1288616    ",0
1194,0,2749,"TCNU5370810    ",0
1195,0,2750,"SMLU7916630    ",0
1197,0,2752,"TGHU7697717    ",0
1198,0,2753,"SMLU7882973    ",0
1200,0,2754,"TCKU9328250    ",0
1201,0,2755,"SMLU7882973    ",0
1202,0,2757,"HLBU1288616    ",0
1203,0,2758,"SMLU7879326    ",0
1204,0,2745,"BMOU2034038    ",0
1205,0,2759,"SMLU7879326    ",0
1206,0,2760,"SMLU7920590    ",0
1207,0,2761,"INKU2315478    ",0
1208,0,2762,"CAIU8467499    ",0
1209,0,2763,"TCNU8930631    ",0
1210,0,2764,"CAIU9011203    ",0
1212,0,2766,"SMLU7917555    ",0
1213,0,2767,"SMLU7912384    ",0
1214,0,2768,"SMLU7923795    ",0
1215,0,2769,"TEMU6958434    ",0
1216,0,2770,"SMLU7822043    ",0
1217,0,2771,"CXDU1798116    ",0
1218,0,2772,"TCNU8930631    ",0
1219,0,2765,"CAIU8467499    ",0
1220,0,2773,"UESU5074806    ",0
1221,0,2774,"GATU8684629    ",0
1222,0,2775,"FCIU3648569    ",0
1223,0,2776,"CAIU9011203    ",0
1224,0,2778,"TG             ",0
1225,0,2777,"CMAU4769810    ",0
1226,0,2779,"CGMU4912787    ",0
1227,0,2780,"SMLU7879054    ",0
1228,0,2781,"SMLU7913734    ",0
1230,0,2783,"SMLU7830244    ",0
1231,0,2784,"SMLU7915640    ",0
1232,0,2782,"CAXU9389089    ",0
1233,0,2785,"SMLU7915640    ",0
1235,0,2787,"SMLU7903058    ",0
1236,0,2788,"TGCU0065295    ",0
1237,0,2789,"CPSU6459978    ",0
1238,0,2790,"TCKU9243738    ",0
1239,0,2791,"GVCU5297408    ",0
1241,0,2786,"CMAU1603092    ",0
1242,0,2792,"TRIU8734636    ",0
1243,0,2793,"INKU6207147    ",0
1244,0,2794,"INKU6207147    ",0
1245,0,2795,"SMLU7835380    ",0
1246,0,2796,"SMLU7912661    ",0
1248,0,2798,"GESU4994339    ",0
1249,0,2799,"BMOU4522941    ",0
1251,0,2801,"ECMU8087771    ",0
1252,0,2802,"CMCU4968639    ",0
1253,0,2803,"ZCSU8618905    ",0
1254,0,2804,"HLXU6543898    ",0
1255,0,2805,"ECMU9133568    ",0
1256,0,2800,"SMLU7849912    ",0
1257,0,2806,"TGHU6415845    ",0
1258,0,2807,"FSCU6215767    ",0
1259,0,2808,"SMLU7914577    ",0
1264,0,2811,"CMAU4743457    ",0
1265,0,2812,"HLXU8465840    ",0
1266,0,2813,"SMLU7871900    ",0
1267,0,2810,"SMLU7930325    ",0
1268,0,2809,"SMLU8322356    ",0
1269,0,2814,"CMAU4099088    ",0
1270,0,2815,"HLXU8465840    ",0
1272,0,2817,"FSCU9182780    ",0
1274,0,2818,"SMLU7901986    ",0
1275,0,2819,"FSCU9182780    ",0
1276,0,2816,"GESU4375946    ",0
1277,0,2820,"TCNU8089330    ",0
1278,0,2821,"SMLU2544660    ",0
1280,0,2822,"BSIU9076323    ",0
1283,0,2825,"TGHU9240653    ",0
1284,0,2826,"TCNU8721626    ",0
1285,0,2827,"HLXU8622023    ",0
1287,0,2829,"MFTU9110160    ",0
1288,0,2830,"CMAU5931839    ",0
1289,0,2831,"TEMU6802159    ",0
1290,0,2832,"CLHU8773328    ",0
1291,0,2823,"SMLU7844926    ",0
1292,0,2833,"CRSU9230063    ",0
1295,0,2836,"CMAU4283752    ",0
1296,0,2837,"ECMU9309240    ",0
1297,0,2835,"BMOU4438276    ",0
1298,0,2838,"HLBU1599270    ",0
1299,0,2834,"FCIU8837652    ",0
1300,0,2839,"HLXU8622033    ",0
1302,4,2824,"CMAU4408736    ",0
1303,0,2841,"SMLU7902616    ",0
1305,0,2842,"SMLU7910606    ",0
1306,0,2828,"HLXU8622023    ",0
1308,0,2844,"TCNU9877315    ",0
1309,0,2845,"SMLU7889387    ",0
1310,0,2846,"ZCSU8564692    ",0
1311,0,2847,"CMAU4346850    ",0
1312,0,2848,"TEMU8526595    ",0
1314,0,2850,"GLDU7050200    ",0
1315,0,2851,"TGHU9522430    ",0
1316,0,2852,"TGHU9522430    ",0
1317,0,2853,"SMLU7933598    ",0
